id,topic_id,type,text,answer,options,irt_a,irt_b
217,10,MCQ,"If a system runs multiple independent processes, each spending \(80\%\) of its time waiting for I/O, what is the minimum number of concurrent processes required to keep CPU idle time (wasted CPU cycles) at or below \(10\%\)?","""C""","{""A"": ""8"", ""B"": ""10"", ""C"": ""11"", ""D"": ""12""}",1.1,0.5
218,10,MCQ,"In a Unix-like system, if a program writes to `stdout` without flushing the buffer (e.g., using `fflush(stdout)`) and then calls `fork()`, what is the expected behavior regarding the buffered output?","""B""","{""A"": ""Only the parent process will print the buffered content because the child's standard output buffer is cleared upon creation."", ""B"": ""The buffered content will be printed twice—once by the parent and once by the child—because the child process inherits a copy of the parent's buffered user-space memory."", ""C"": ""The system call `fork()` automatically flushes all open standard I/O buffers before duplicating the process."", ""D"": ""The program will crash with a segmentation fault when the child process attempts to flush the inherited buffer.""}",1.1,0.5
219,10,MCQ,"Under a pure user-level thread implementation where the operating system kernel is unaware of individual threads, what is the consequence if a single thread executes a blocking system call (such as reading from a file)?","""B""","{""A"": ""The user-level thread scheduler immediately context-switches to another runnable thread within the same process to keep the CPU busy."", ""B"": ""The kernel blocks the entire process, preventing all other user-level threads in that process from executing until the system call completes."", ""C"": ""The kernel dynamically spawns a temporary kernel thread to handle the blocking call while the rest of the process continues."", ""D"": ""The blocking system call fails immediately with an error because user-level threads are restricted to non-blocking operations.""}",1.1,0.5
220,10,MCQ,"Which of the following best describes the operational mechanism and benefit of a hybrid threading model, such as the one implemented for Go's goroutines?","""B""","{""A"": ""It runs user-space threads directly on physical CPU cores without using any kernel-level threads, maximizing execution speed."", ""B"": ""It maps user-level threads onto a pool of kernel-level threads, allowing cheap user-space context switching while ensuring that a blocked thread does not block the entire process."", ""C"": ""It executes all user threads in kernel space to eliminate the overhead of transitioning between user mode and kernel mode."", ""D"": ""It allows user-space applications to dynamically modify the kernel's scheduler code to prioritize specific threads.""}",1.1,0.5
221,10,MCQ,What is a primary architectural trade-off when comparing a microkernel design to a monolithic kernel design?,"""B""","{""A"": ""Microkernels provide better performance due to a smaller memory footprint, but they are significantly harder to port to new hardware architectures."", ""B"": ""Microkernels enhance system reliability and security by running services like device drivers in user space, but they suffer from performance penalties due to frequent inter-process communication (IPC)."", ""C"": ""Monolithic kernels are more robust because their components are isolated in separate address spaces, but they suffer from high system call overhead."", ""D"": ""Monolithic kernels run entirely in user mode to protect the hardware, while microkernels run entirely in privileged kernel mode.""}",1.1,0.5
222,10,MCQ,"In a system where each process spends \(80\%\) of its time waiting for I/O, what is the mathematical relationship used to determine the minimum number of independent processes, \(n\), required to ensure CPU idle (wasted) time is \(10\%\) or less, and what is the resulting minimum integer value of \(n\)?","""A""","{""A"": ""\\(0.8^n \\le 0.1\\), resulting in a minimum of \\(11\\) processes"", ""B"": ""\\(1 - 0.8^n \\le 0.1\\), resulting in a minimum of \\(11\\) processes"", ""C"": ""\\(0.8^n \\le 0.1\\), resulting in a minimum of \\(10\\) processes"", ""D"": ""\\(0.2^n \\le 0.1\\), resulting in a minimum of \\(4\\) processes""}",1.2,1
223,10,MCQ,"Consider a program where a parent process A executes a sequence of fork calls: first, it forks to create process B, which subsequently forks to create process C. If the parent process A then forks a second time to create process D, which of the following statements correctly evaluates the scheduling and creation order of these processes?","""A""","{""A"": ""Process D can be created before process C because CPU scheduling is non-deterministic, allowing process A to be scheduled to execute its second fork before process B executes its fork."", ""B"": ""Process C must always be created before process D because process B is created first in the program's sequential execution path."", ""C"": ""Process D can only be created after process C because a parent process cannot execute a subsequent fork until all existing child processes have completed their initialization."", ""D"": ""Process B and process D are created concurrently by the kernel, meaning process C is guaranteed to be the final process created in all execution scenarios.""}",1.2,1
224,10,MCQ,"Under a User-Level Thread (ULT) implementation, what is the consequence of a single thread triggering a page fault (such as extending the stack or loading a swapped page), and how does this compare to a Kernel-Level Thread (KLT) implementation?","""A""","{""A"": ""In a ULT implementation, the page fault blocks all threads within that process because the kernel only sees the process as a single entity; whereas in a KLT implementation, only the thread triggering the page fault is blocked, allowing other threads to remain runnable."", ""B"": ""In a ULT implementation, the thread table allows the library scheduler to immediately switch to another runnable thread during a page fault; whereas in a KLT implementation, the entire process is blocked by the kernel."", ""C"": ""Both ULT and KLT implementations experience complete process blocking during a page fault because memory management operations must run in kernel mode with interrupts disabled."", ""D"": ""In a ULT implementation, the page fault is handled entirely in user space without blocking any threads; whereas in a KLT implementation, a page fault requires a full context switch that blocks the entire thread pool.""}",1.2,1
225,10,MCQ,"Which of the following sets of instructions must be restricted strictly to execution in Kernel Mode to prevent system corruption or unauthorized interference, and why is reading the time-of-day clock permitted in User Mode?","""A""","{""A"": ""Disabling all interrupts, changing the memory map, and setting the time of day must be restricted to Kernel Mode; reading the time of day is permitted in User Mode because it does not allow a process to corrupt other processes, kernel memory, or critical system-wide synchronization."", ""B"": ""Only changing the memory map must be restricted to Kernel Mode; disabling interrupts and setting the time of day can be safely executed in User Mode because the user-space scheduler can override them."", ""C"": ""Disabling all interrupts and changing the memory map must be restricted to Kernel Mode; setting the time of day is permitted in User Mode because individual processes require independent system clocks to manage local timeouts."", ""D"": ""All four instructions (disabling interrupts, changing the memory map, setting the time of day, and reading the time of day) must be restricted to Kernel Mode to maintain absolute isolation between user processes.""}",1.2,1
226,10,MCQ,"During a system call execution in the Pintos operating system, which of the following correctly describes the transition from User Mode to Kernel Mode, specifically regarding how the CPU identifies the handler and manages the stack frame?","""A""","{""A"": ""The CPU executes the `int 0x30` instruction, jumps to the procedure in the interrupt table defined in `threads/intr-stubs.S` which pushes the frame pointer (\\(ebp\\)), 0, and the interrupt number onto the stack, before calling `intr_entry` to save registers and set up the kernel frame."", ""B"": ""The user process directly calls the `syscall_handler` in `userprog/syscall.c` using a standard C function call, which automatically switches the CPU privilege level and pushes the arguments onto the kernel stack."", ""C"": ""The CPU executes `int 0x30`, which immediately invokes `intr_handler` in `threads/interrupt.c` to save the user registers directly into the process control block without utilizing the stack."", ""D"": ""The `intr_entry` procedure runs in User Mode to validate syscall arguments before executing `int 0x30` to jump directly to `intr_exit` in Kernel Mode.""}",1.2,1
227,9,MCQ,What type of kernel design is used by the Windows NT operating system?,"""C""","{""A"": ""Monolithic kernel"", ""B"": ""Microkernel"", ""C"": ""Hybrid kernel"", ""D"": ""Exo-kernel""}",1,-1
228,9,MCQ,Which operating system has a penguin named Tux as its mascot?,"""B""","{""A"": ""Windows"", ""B"": ""Linux"", ""C"": ""MacOS"", ""D"": ""Solaris""}",1,-1
231,9,MCQ,Which operating system kernel type is structured as a single executable running entirely within its own address space?,"""B""","{""A"": ""Microkernel"", ""B"": ""Monolithic Kernel"", ""C"": ""Hybrid Kernel"", ""D"": ""Exokernel""}",1,-0.5
235,9,MCQ,Which of the following operations is typically permitted in both User Mode and Kernel Mode?,"""B""","{""A"": ""Disabling all hardware interrupts"", ""B"": ""Reading the time of day clock"", ""C"": ""Modifying the system memory map"", ""D"": ""Setting the system time of day""}",1,0
236,9,MCQ,What is a primary disadvantage of using a microkernel architecture compared to a monolithic kernel architecture?,"""C""","{""A"": ""A crash in a file system server will inevitably bring down the entire operating system."", ""B"": ""It results in a larger and more complex kernel that is harder to test and debug."", ""C"": ""It introduces significant performance overhead due to the high volume of inter-process communication (IPC) required between separate servers."", ""D"": ""It prevents the operating system from being ported to different hardware architectures.""}",1,0
240,9,MCQ,Which of the following correctly describes the structural and operational differences between microkernels and hybrid kernels?,"""A""","{""A"": ""Microkernels run services like file systems and device drivers as separate processes in user-mode to prevent system-wide crashes, whereas hybrid kernels structure these services similarly but run most of them in kernel space to reduce IPC overhead, meaning a failure can bring down the entire system."", ""B"": ""Microkernels eliminate interprocess communication (IPC) overhead by executing all servers within a single unified address space, while hybrid kernels rely on isolated user-mode processes to prevent failures from affecting the core kernel."", ""C"": ""Hybrid kernels achieve high performance by running all components exclusively in user-mode, whereas microkernels run all services in kernel-mode to ensure complete hardware access."", ""D"": ""Microkernels are designed to run only on multiprocessor systems to handle high IPC overhead, whereas hybrid kernels are restricted to single-core embedded systems to avoid synchronization issues.""}",1.1,0.5
245,9,MCQ,"In the Pintos operating system, which of the following correctly describes the stack operations and execution flow when a user-mode system call is initiated?","""C""","{""A"": ""The user-mode process manually pushes the frame pointer (\\(ebp\\) register), 0, and the interrupt number onto the stack before executing the `int 0x30` instruction."", ""B"": ""When the CPU executes the `int 0x30` instruction, it directly invokes the `syscall_handler` in `userprog/syscall.c`, which then pushes the frame pointer (\\(ebp\\) register) and registers to the stack."", ""C"": ""When the CPU executes the `int 0x30` instruction, it jumps to the procedure pointed to by the entry in the interrupt table, which puts the frame pointer (\\(ebp\\) register), 0, and the interrupt number on the stack, followed by `intr_entry` saving registers and setting up the kernel frame."", ""D"": ""The `intr_exit` procedure is called immediately after `int 0x30` to save registers and set up the kernel frame, after which it falls through to `intr_entry` to execute the system call.""}",1.2,1
250,10,MCQ,"Which of the following is defined as a single executable with its own address space, where all parts of the kernel execute in that same address space?","""B""","{""A"": ""Microkernel"", ""B"": ""Monolithic Kernel"", ""C"": ""Hybrid Kernel"", ""D"": ""Exokernel""}",1,-1
251,10,MCQ,What is the name of the Linux process control block?,"""C""","{""A"": ""pcb_struct"", ""B"": ""process_control_block"", ""C"": ""task_struct"", ""D"": ""thread_control_block""}",1,-1
252,10,MCQ,Which system call is used in Unix-like systems to create a copy of the parent/calling process?,"""D""","{""A"": ""execve"", ""B"": ""waitpid"", ""C"": ""kill"", ""D"": ""fork""}",1,-1
253,10,MCQ,What is the mascot of the Linux operating system?,"""B""","{""A"": ""A gopher named Go"", ""B"": ""A penguin named Tux"", ""C"": ""A devil named Beastie"", ""D"": ""A gnu named Richard""}",1,-1
254,10,MCQ,Which of the following describes a monolithic kernel?,"""B""","{""A"": ""A minimal kernel providing only basic functionality, with separate servers running in user-mode."", ""B"": ""A kernel structured as a single executable where all parts of the kernel execute in one address space."", ""C"": ""A kernel that runs entirely in user space to prevent system crashes."", ""D"": ""A combination of a microkernel and a monolithic kernel where some components run in kernel space to remove IPC overhead.""}",1,-0.5
255,10,MCQ,What is the primary purpose of the Hardware Abstraction Layer (HAL) in Windows NT?,"""C""","{""A"": ""To run user-mode applications in a secure sandbox."", ""B"": ""To manage the file system and directory structures directly."", ""C"": ""To separate out hardware-specific details, making it easier to port the operating system to a new architecture."", ""D"": ""To provide a command-line interface for system administrators.""}",1,-0.5
256,10,MCQ,Which of the following is a key characteristic of User Level Threads?,"""C""","{""A"": ""The kernel is fully aware of the threads and schedules them individually."", ""B"": ""Thread creation, termination, and switching are slow due to constant kernel involvement."", ""C"": ""A blocking system call on any single thread blocks all threads in that process."", ""D"": ""They require hardware support to perform context switching.""}",1,-0.5
257,10,MCQ,What does the Portable Operating System Interface (POSIX) provide for developers?,"""B""","{""A"": ""A standardized user interface for desktop environments."", ""B"": ""A Unix-like interface that covers standard OS interactions, allowing programs to be supported across different operating systems."", ""C"": ""A compiler that automatically translates C code into assembly for any processor."", ""D"": ""A hardware standard for connecting peripheral devices.""}",1,-0.5
258,10,MCQ,Which system call is used in Unix-like systems to replace the current process's memory and program with a new program?,"""C""","{""A"": ""fork"", ""B"": ""waitpid"", ""C"": ""execve"", ""D"": ""kill""}",1,-0.5
259,10,MCQ,Which of the following operations is typically safe to be executed in both user mode and kernel mode?,"""B""","{""A"": ""Disabling all hardware interrupts"", ""B"": ""Reading the time-of-day clock"", ""C"": ""Modifying the system memory map"", ""D"": ""Setting the system time-of-day clock""}",1,0
260,10,MCQ,What is a primary disadvantage of using a microkernel architecture compared to a monolithic kernel architecture?,"""C""","{""A"": ""A crash in a system service (such as a file system) will always bring down the entire system."", ""B"": ""It is significantly more complex to test and debug individual OS components in isolation."", ""C"": ""It incurs high performance overhead due to the large amount of inter-process communication (IPC) required."", ""D"": ""The kernel size is much larger, making it harder to fit into memory.""}",1,0
261,10,MCQ,"Which pair of Unix signals cannot be caught, handled, or ignored by a user process?","""B""","{""A"": ""SIGINT and SIGTERM"", ""B"": ""SIGKILL and SIGSTOP"", ""C"": ""SIGSEGV and SIGPIPE"", ""D"": ""SIGALRM and SIGABRT""}",1,0
262,10,MCQ,"In a pure user-level thread implementation where the kernel is unaware of individual threads, what happens when a single thread executes a blocking system call (such as a blocking I/O read)?","""C""","{""A"": ""Only the blocking thread is suspended, while other threads in the process continue to run."", ""B"": ""The kernel automatically promotes the thread to a kernel-level thread to handle the block."", ""C"": ""The entire process, including all of its other threads, is blocked by the kernel."", ""D"": ""The thread is immediately terminated by the operating system.""}",1,0
263,10,MCQ,"When designing an operating system specifically for a smartphone, which resource is of paramount importance to conserve and manage, often requiring the OS to put the CPU to sleep or disable unused hardware features?","""C""","{""A"": ""Network congestion protocols like TCP"", ""B"": ""Computational throughput and raw processor speed"", ""C"": ""Battery power"", ""D"": ""High-capacity tape storage devices""}",1,0
264,10,MCQ,"In a system where each process spends \(80\%\) of its time waiting for I/O, what is the minimum number of concurrent processes required to ensure that the CPU idle (wasted) time is reduced to \(10\%\) or less?","""D""","{""A"": ""8"", ""B"": ""9"", ""C"": ""10"", ""D"": ""11""}",1.1,0.5
265,10,MCQ,Which of the following correctly describes a limitation of User-Level Threads (ULT) compared to Kernel-Level Threads (KLT) when a thread encounters a page fault or a blocking system call?,"""B""","{""A"": ""The kernel can schedule another thread from the same process to run, but only if the process has a user-level thread table."", ""B"": ""A page fault or blocking system call on a single user-level thread blocks all other threads within that process because the kernel is unaware of individual threads."", ""C"": ""User-level threads require expensive kernel transitions for synchronization, which causes the entire process to block during any lock acquisition."", ""D"": ""The kernel automatically elevates the process to kernel mode to handle the page fault, allowing other user-level threads to continue executing concurrently.""}",1.1,0.5
266,10,MCQ,"During a system call in the Pintos operating system, what is the correct sequence of execution and transition between user mode and kernel mode?","""A""","{""A"": ""User process executes \\(\\text{int 0x30}\\) \\(\\rightarrow\\) CPU jumps to entry in interrupt table (\\(\\text{threads/intr-stubs.S}\\)) \\(\\rightarrow\\) \\(\\text{intr_entry}\\) saves registers \\(\\rightarrow\\) \\(\\text{intr_handler}\\) (\\(\\text{threads/interrupt.c}\\)) calls \\(\\text{syscall_handler}\\) (\\(\\text{userprog/syscall.c}\\))."", ""B"": ""User process calls \\(\\text{syscall_handler}\\) directly \\(\\rightarrow\\) \\(\\text{intr_entry}\\) switches CPU to kernel mode \\(\\rightarrow\\) \\(\\text{int 0x30}\\) is executed \\(\\rightarrow\\) registers are restored by \\(\\text{intr_exit}\\)."", ""C"": ""User process executes \\(\\text{int 0x30}\\) \\(\\rightarrow\\) \\(\\text{syscall_handler}\\) in \\(\\text{userprog/syscall.c}\\) is invoked immediately \\(\\rightarrow\\) \\(\\text{intr_entry}\\) saves registers \\(\\rightarrow\\) \\(\\text{intr_handler}\\) restores state."", ""D"": ""User process calls \\(\\text{intr_handler}\\) \\(\\rightarrow\\) CPU executes \\(\\text{int 0x30}\\) to switch to kernel mode \\(\\rightarrow\\) \\(\\text{threads/intr-stubs.S}\\) routes the call to \\(\\text{userprog/syscall.c}\\) directly.""}",1.1,0.5
267,10,MCQ,"How does a hybrid kernel, such as the Windows NT kernel, balance the structural trade-offs between monolithic kernels and microkernels?","""C""","{""A"": ""It runs all operating system services as user-mode processes to maximize robustness, but uses a hardware abstraction layer to eliminate IPC overhead."", ""B"": ""It keeps the kernel extremely small by running device drivers in user space, while executing the file system and scheduler in kernel space."", ""C"": ""It structures some components as servers but runs them in kernel space to eliminate inter-process communication (IPC) overhead, combining microkernel-like separation with monolithic-like performance."", ""D"": ""It executes the entire operating system in user mode and only uses the kernel to manage physical memory and CPU scheduling.""}",1.1,0.5
268,10,MCQ,"When a process calls \(\text{fork()}\) in Unix-like systems, why can a failure to flush stdout (e.g., omitting \(\text{fflush(stdout)}\)) before the fork result in duplicate printed output?","""B""","{""A"": ""The child process automatically re-executes the print statements of the parent process from the beginning of the \\(\\text{main}\\) function."", ""B"": ""Stdout is buffered by default, meaning any unflushed data in the parent's buffer is copied into the child's address space during the fork and subsequently printed by both processes."", ""C"": ""The kernel's copy-on-write mechanism forces the terminal to re-read the parent's memory map, causing the terminal to display the buffer twice."", ""D"": ""The parent and child processes share the exact same physical stdout buffer in kernel space, which is printed twice when both processes terminate.""}",1.1,0.5
269,10,MCQ,"Suppose a system runs processes that each spend exactly \(70\%\) of their time waiting for I/O. To ensure that the CPU is idle for no more than \(3\%\) of the time, what is the minimum number of such processes that must be running concurrently, assuming their I/O wait states are completely independent?","""C""","{""A"": ""8"", ""B"": ""9"", ""C"": ""10"", ""D"": ""11""}",1.2,1
270,10,MCQ,"In a pure user-level thread implementation, if a single thread within a multi-threaded process experiences a page fault on its stack, what is the resulting behavior of the other threads in the same process?","""B""","{""A"": ""The other threads continue executing unaffected because the user-level thread library can schedule another runnable thread from its internal thread table while the page fault is resolved."", ""B"": ""The entire process, including all other threads, is blocked because the operating system kernel is unaware of individual user-level threads and blocks the entire process during the page fault interrupt."", ""C"": ""The other threads are temporarily suspended only if they attempt to access shared memory, but they can continue running if they only access their own local stacks."", ""D"": ""The kernel automatically promotes the faulting user-level thread to a kernel-level thread to resolve the page fault, allowing the remaining user-level threads to continue execution.""}",1.2,1
271,10,MCQ,"In a POSIX-compliant system, if a thread in a multi-threaded process calls `fork()`, what is the state of the newly created child process regarding its threads and synchronization primitives?","""B""","{""A"": ""The child process duplicates all threads of the parent process, and all active locks are automatically released to prevent deadlocks."", ""B"": ""Only the thread that called `fork()` is duplicated into the child process, which can lead to permanent deadlocks if any of the non-copied threads held locks at the time of the call."", ""C"": ""All threads are duplicated, but they are initially placed in a suspended state until the child process explicitly calls `pthread_resume()`."", ""D"": ""Only the main thread of the parent process is duplicated into the child process, regardless of which thread invoked `fork()`, and all mutexes are reset to an unlocked state.""}",1.2,1
272,9,MCQ,Which operating system mascot is a penguin named Tux?,"""B""","{""A"": ""Windows"", ""B"": ""Linux"", ""C"": ""Pintos"", ""D"": ""MINIX""}",1,-1
276,9,MCQ,Which of the following is a key characteristic of a monolithic kernel?,"""B""","{""A"": ""The kernel runs as a minimal set of basic services with separate user-mode servers."", ""B"": ""The entire kernel executes as a single executable within its own address space."", ""C"": ""It is structured like a microkernel but runs all user-level servers in kernel space."", ""D"": ""It is designed specifically to prevent any system crashes when a device driver fails.""}",1,-0.5
277,9,MCQ,What is the primary purpose of the Hardware Abstraction Layer (HAL) in the Windows NT design?,"""C""","{""A"": ""To provide a user-mode interface for running high-performance graphics applications."", ""B"": ""To manage the scheduling of threads and handle CPU traps directly."", ""C"": ""To separate out direct memory access (DMA) operations, BIOS configuration, and CPU architecture specifics."", ""D"": ""To dynamically link and load third-party device drivers into memory.""}",1,-0.5
281,9,MCQ,Which of the following instructions is typically safe to be executed in both user mode and kernel mode?,"""C""","{""A"": ""Disabling all hardware interrupts"", ""B"": ""Changing the system memory map"", ""C"": ""Reading the time of day clock"", ""D"": ""Setting the system time of day""}",1,0
282,9,MCQ,What is a primary performance disadvantage of a microkernel design compared to a monolithic kernel design?,"""B""","{""A"": ""A crash in a user-space device driver will bring down the entire kernel."", ""B"": ""It requires a large amount of expensive inter-process communication (IPC) overhead."", ""C"": ""It is significantly harder to test and debug individual components in isolation."", ""D"": ""The core kernel code is much larger and more complex to implement.""}",1,0
286,9,MCQ,Which statement best describes the structural design and reliability trade-off of a hybrid kernel compared to a pure microkernel?,"""B""","{""A"": ""It runs its server components in user space to eliminate IPC overhead, resulting in higher reliability but lower performance than a microkernel."", ""B"": ""It structures components like a microkernel but runs most of them in kernel space to avoid IPC overhead, meaning a single component failure can still crash the entire system."", ""C"": ""It completely eliminates the concept of servers and runs as a single monolithic executable, ensuring that no single component failure can bring down the system."", ""D"": ""It isolates all device drivers in user space while keeping the scheduler in kernel space, ensuring that driver failures do not affect the core kernel.""}",1.1,0.5
295,10,MCQ,Which of the following is the mascot of Linux?,"""B""","{""A"": ""A gopher named Gopher"", ""B"": ""A penguin named Tux"", ""C"": ""A daemon named Beastie"", ""D"": ""A python named Monty""}",1,-1
296,10,MCQ,What does POSIX stand for?,"""A""","{""A"": ""Portable Operating System Interface"", ""B"": ""Program Operating System Integration eXchange"", ""C"": ""Process Oriented System Information eXchange"", ""D"": ""Primary Operating System Instruction eXtension""}",1,-1
297,10,MCQ,"In the context of operating systems, what is a 'daemon'?","""A""","{""A"": ""A process that runs in the background to handle services"", ""B"": ""A hardware component that manages the CPU"", ""C"": ""A critical system error that causes a crash"", ""D"": ""A user-level thread scheduler""}",1,-1
298,10,MCQ,Which kernel type structures the kernel as a single executable with its own address space?,"""C""","{""A"": ""Microkernel"", ""B"": ""Hybrid Kernel"", ""C"": ""Monolithic Kernel"", ""D"": ""Exokernel""}",1,-1
299,10,MCQ,Which of the following describes a monolithic kernel?,"""B""","{""A"": ""A minimal kernel providing only very basic functionality, with separate servers running in user-mode."", ""B"": ""A kernel where all parts of the kernel (such as the file system, scheduler, and device drivers) execute in a single address space."", ""C"": ""A combination of microkernel and monolithic features where some components run in kernel space to remove IPC overhead."", ""D"": ""A kernel that does not run on physical hardware but instead runs entirely as a user process on a host operating system.""}",1,-0.5
300,10,MCQ,What is the primary purpose of the Portable Operating System Interface (POSIX)?,"""B""","{""A"": ""To provide a hardware abstraction layer specifically for Windows NT."", ""B"": ""To allow developers to write programs using a common interface implemented across many different operating systems."", ""C"": ""To manage battery power and CPU sleep states on smartphones."", ""D"": ""To compile Java bytecode so it can run on any virtual machine.""}",1,-0.5
301,10,MCQ,Which of the following is a key characteristic of User Level Threads?,"""C""","{""A"": ""The kernel is fully aware of individual threads and schedules them directly."", ""B"": ""A blocking system call on one thread does not block other threads in the same process."", ""C"": ""The kernel is unaware of threads, and they are implemented entirely by a library in user space."", ""D"": ""They require expensive kernel involvement for thread creation and switching.""}",1,-0.5
302,10,MCQ,"In the context of operating systems, what does a 'Context Switch' refer to?","""C""","{""A"": ""The transition of a process from a normal completion state to an abnormal exit state."", ""B"": ""The process of compiling a high-level language program into machine-specific binary code."", ""C"": ""Where the CPU switches from executing one process to another, saving and restoring state such as registers and memory maps."", ""D"": ""The physical relocation of data from a solid-state drive to a hard disk drive.""}",1,-0.5
303,10,MCQ,Which operating system category is specifically designed for applications requiring critically defined time constraints where precision and consistency of timing are paramount?,"""C""","{""A"": ""Mainframes OS"", ""B"": ""Embedded OS"", ""C"": ""Real-Time OS"", ""D"": ""Server OS""}",1,-0.5
304,10,MCQ,Which of the following instructions must be restricted to kernel mode to prevent a user process from corrupting the memory of other processes or the operating system itself?,"""B""","{""A"": ""Reading the time of day clock"", ""B"": ""Changing the memory map"", ""C"": ""Performing floating-point arithmetic"", ""D"": ""Reading a local variable from the stack""}",1,0
305,10,MCQ,What is a primary performance disadvantage of a microkernel operating system architecture compared to a monolithic kernel architecture?,"""B""","{""A"": ""Increased size and complexity of the core kernel code"", ""B"": ""High overhead due to frequent interprocess communication (IPC) between isolated servers"", ""C"": ""The entire system crashing if a single user-mode service fails"", ""D"": ""Inability to run on multi-processor or multi-core hardware""}",1,0
306,10,MCQ,"When a context switch occurs, why do processor caches (such as the Translation Lookaside Buffer) often experience performance penalties immediately after the switch?","""B""","{""A"": ""The CPU must be physically rebooted to load the new process state."", ""B"": ""The caches must be invalidated or will initially miss because they contain data and memory maps from the previous process."", ""C"": ""The operating system must re-compile the source code of the new process."", ""D"": ""The process control block (PCB) is deleted from main memory.""}",1,0
307,10,MCQ,"In a pure user-level thread implementation where the kernel is unaware of individual threads, what is the consequence if a single thread executes a blocking system call for I/O?","""C""","{""A"": ""The kernel automatically schedules another thread from the same process."", ""B"": ""The blocking thread is terminated, but all other threads continue running."", ""C"": ""All threads in the process are blocked because the kernel only manages and schedules the process as a single unit."", ""D"": ""The user-level thread library bypasses the kernel to perform the I/O directly.""}",1,0
308,10,MCQ,Which resource is a smartphone operating system specifically designed to conserve by employing strategies such as putting the CPU to sleep or turning off unused hardware features?,"""B""","{""A"": ""Network bandwidth"", ""B"": ""Battery power"", ""C"": ""DRAM capacity"", ""D"": ""Virtual memory swap space""}",1,0
309,10,MCQ,"Consider a program where a process writes to standard output without flushing the buffer, and then calls \(fork()\). What is the consequence of this action regarding the buffered output?","""B""","{""A"": ""The buffered output is discarded by both the parent and child processes to prevent conflicts."", ""B"": ""The buffered output is copied to the child process, resulting in duplicate prints when the buffer is eventually flushed."", ""C"": ""The buffered output is immediately flushed to the terminal by the kernel before the fork operation completes."", ""D"": ""Only the parent process retains and prints the buffered output, while the child's buffer is initialized to empty.""}",1.1,0.5
310,10,MCQ,"If each process in a system spends exactly \(80\%\) of its time waiting for I/O, what is the minimum number of concurrent processes required to ensure that the CPU is wasted \(10\%\) or less of the time?","""C""","{""A"": ""8"", ""B"": ""10"", ""C"": ""11"", ""D"": ""12""}",1.1,0.5
311,10,MCQ,How does the occurrence of a page fault (such as extending the stack or loading a swapped page) affect execution in a user-level thread implementation compared to a kernel-level thread implementation?,"""B""","{""A"": ""In both implementations, only the thread that caused the page fault is blocked while other threads in the process continue executing."", ""B"": ""In a user-level implementation, the page fault blocks all threads in the process; in a kernel-level implementation, only the thread causing the page fault is blocked."", ""C"": ""In a user-level implementation, the kernel can schedule another thread in the same process; in a kernel-level implementation, the entire process is blocked."", ""D"": ""In both implementations, the entire process and all of its threads are blocked because page faults must be handled at the process level.""}",1.1,0.5
312,10,MCQ,Which of the following sets of instructions must be restricted strictly to running in kernel mode to maintain system stability and security?,"""A""","{""A"": ""Disabling all interrupts, changing the memory map, and setting the time of day."", ""B"": ""Reading the time of day clock, disabling all interrupts, and changing the memory map."", ""C"": ""Reading the time of day clock, setting the time of day, and changing the memory map."", ""D"": ""Disabling all interrupts, reading the time of day clock, and setting the time of day.""}",1.1,0.5
313,10,MCQ,"When comparing monolithic kernels to microkernels, which of the following correctly identifies a trade-off between robustness and performance?","""C""","{""A"": ""Monolithic kernels are more robust because all components run in a single address space, but they suffer from high IPC overhead."", ""B"": ""Microkernels offer higher performance due to direct function calls between components, but they are highly complex and less robust."", ""C"": ""Monolithic kernels provide faster performance because components communicate directly in one address space, but they are less robust as a failure in any component can crash the entire system."", ""D"": ""Microkernels are less robust because servers run as user-mode processes that cannot be restarted, but they eliminate IPC overhead.""}",1.1,0.5
314,10,MCQ,"If each process running on a single-processor system spends exactly \(75\%\) of its time waiting for I/O, what is the minimum number of such processes that must run concurrently to ensure that the CPU is idle for no more than \(5\%\) of the time?","""B""","{""A"": ""10"", ""B"": ""11"", ""C"": ""12"", ""D"": ""13""}",1.2,1
315,10,MCQ,"Consider a C program where `fork()` is called twice sequentially. Before the first `fork()`, the program prints 'A' using `printf(""A"");` without calling `fflush(stdout)`. After the first `fork()`, it prints 'B' with `printf(""B""); fflush(stdout);`. After the second `fork()`, it prints 'C' with `printf(""C""); fflush(stdout);`. Assuming all `fork()` calls succeed, how many times will the characters 'A', 'B', and 'C' be printed in total?","""B""","{""A"": ""One 'A', two 'B's, four 'C's"", ""B"": ""Two 'A's, two 'B's, four 'C's"", ""C"": ""Two 'A's, four 'B's, four 'C's"", ""D"": ""Four 'A's, four 'B's, four 'C's""}",1.2,1
316,10,MCQ,"In a pure user-level thread implementation managed entirely by a runtime library in user space, what is the systemic consequence if a single thread experiences a page fault (such as when extending its stack or accessing swapped-out memory)?","""C""","{""A"": ""Only the faulting thread is blocked by the kernel, while the user-level thread scheduler continues running other threads in the same process."", ""B"": ""The kernel immediately terminates the entire process due to an unhandled segmentation fault in user space."", ""C"": ""The entire process, including all other runnable user-level threads within it, is blocked by the operating system kernel."", ""D"": ""The thread scheduler in user space handles the page fault internally without transitioning to kernel mode, keeping the process active.""}",1.2,1
